sector,state,collateral_type,business_age_months,monthly_revenue,monthly_expenses,loan_amount,loan_tenor_months,interest_rate,avg_monthly_txn_count,avg_txn_value,airtime_topup_freq_monthly,mobile_money_balance_volatility,utility_payment_consistency,prior_loans_count,prior_default_count,bvn_linked,has_registered_business,owner_age,default
Trading,Oyo,Property,165,1415390.58,1234199.62,3837356.3,12,0.228,69,20512.91,12,0.871,0.981,2,0,1,0,62,0
Trading,Abuja,None,82,2114649.84,1094973.09,5744293.16,24,0.189,63,33565.87,8,0.891,0.919,2,1,1,0,33,0
Tech,Kano,Inventory,174,778428.01,532844.35,2318927.79,24,0.365,64,12162.94,5,0.182,0.885,2,0,1,1,25,0
Fashion,Lagos,Vehicle,28,301149.72,217543.84,408353.4,6,0.414,60,5019.16,10,0.886,0.22,0,0,1,0,62,1
Fashion,Abuja,Inventory,105,697362.33,541686.66,562183.52,18,0.273,57,12234.43,10,0.833,0.689,1,0,1,0,23,1
Trading,Delta,Property,122,379893.65,301171.22,255989.94,3,0.412,59,6438.88,7,0.701,0.938,3,0,1,0,41,0
Trading,Delta,Inventory,143,1318590.59,1152120.42,3517642.66,18,0.224,41,32160.75,12,0.129,0.844,1,0,0,0,27,0
Retail,Kano,None,2,527984.04,328947.42,1251604.37,24,0.333,61,8655.48,6,0.9,0.232,1,1,1,0,24,1
Transport,Delta,Inventory,114,667517.94,367380.29,1381050.71,12,0.174,46,14511.26,6,0.173,0.295,0,0,1,1,63,0
Fashion,Oyo,None,27,1361721.15,795134.92,2371983.26,12,0.319,66,20632.14,4,0.426,0.536,4,0,1,1,41,0
Fashion,Rivers,None,77,374375.71,345017.47,615230.94,9,0.342,67,5587.7,14,0.454,0.817,1,0,1,0,22,0
Retail,Kaduna,None,10,1736841.74,1295696.02,3013211.53,24,0.343,62,28013.58,7,0.725,0.756,0,0,1,0,44,0
Agric,Kano,None,11,216893.84,129831.07,305736.07,24,0.384,56,3873.1,11,0.592,0.281,1,0,1,0,28,1
Trading,Oyo,Inventory,138,961159.72,820483.56,1621181.28,18,0.178,51,18846.27,14,0.771,0.537,1,0,1,1,41,1
Agric,Enugu,Property,129,672119.14,513602.08,689475.75,3,0.234,63,10668.56,5,0.697,0.459,0,0,1,0,23,0
Trading,Abuja,Inventory,161,1535870.1,1021810.55,1220125.74,24,0.358,52,29535.96,7,0.143,0.309,1,0,1,0,40,0
Food Services,Enugu,Property,126,211729.21,107608.44,217708.0,18,0.328,67,3160.14,3,0.479,0.824,3,0,1,0,32,0
Agric,Oyo,Inventory,107,183925.85,156751.52,538426.36,9,0.435,51,3606.39,13,0.584,0.949,1,0,1,0,55,0
Fashion,Abuja,None,21,1432655.03,1178858.34,4264607.48,6,0.385,45,31836.78,11,0.482,0.229,1,0,1,1,61,0
Tech,Abuja,None,137,513071.29,317051.37,1220483.04,18,0.291,53,9680.59,8,0.466,0.368,1,0,1,0,52,1
Tech,Enugu,Vehicle,42,672177.76,416433.61,1742942.16,12,0.31,51,13179.96,4,0.739,0.702,0,0,1,1,62,0
Tech,Rivers,Equipment,20,402812.21,250617.52,305700.59,18,0.348,69,5837.86,6,0.828,0.388,1,0,0,1,29,1
Fashion,Lagos,Vehicle,132,1658674.49,1329740.93,1339489.98,24,0.153,56,29619.19,6,0.65,0.485,1,0,1,0,57,0
Trading,Delta,None,106,954835.73,603818.81,698592.77,9,0.259,52,18362.23,5,0.841,0.622,1,0,0,1,60,1
Trading,Abuja,Equipment,27,905821.62,579420.79,596020.82,24,0.187,64,14153.46,7,0.161,0.225,1,1,1,0,39,0
Retail,Enugu,Property,99,254572.66,170430.93,602918.18,9,0.222,50,5091.45,6,0.88,0.902,2,0,1,0,54,0
Retail,Enugu,Vehicle,124,1145503.69,1078022.75,734276.66,24,0.399,68,16845.64,5,0.11,0.859,2,0,1,1,28,0
Tech,Kaduna,None,90,298644.26,211154.72,857885.92,6,0.315,52,5743.16,15,0.49,0.43,1,0,1,0,44,1
Fashion,Enugu,Vehicle,129,403246.08,270101.85,860967.73,18,0.408,69,5844.15,9,0.752,0.534,2,0,1,1,30,0
Transport,Enugu,Inventory,91,213456.23,151876.31,197914.62,18,0.417,66,3234.19,8,0.715,0.348,0,0,1,1,45,0
Agric,Kaduna,Property,64,633561.7,521827.76,1611658.34,9,0.392,56,11313.6,5,0.789,0.295,3,0,1,0,41,1
Retail,Delta,Inventory,40,1901257.25,1706684.16,4865762.97,24,0.379,58,32780.3,15,0.695,0.633,3,1,1,0,43,0
Fashion,Lagos,Inventory,47,894504.75,846076.99,1708255.36,9,0.2,66,13553.1,5,0.513,0.949,4,0,1,1,52,0
Agric,Enugu,Inventory,145,490098.26,352247.78,356526.86,18,0.231,53,9247.14,4,0.781,0.797,1,0,1,1,30,0
Tech,Rivers,Property,67,804705.53,568978.6,1208623.71,12,0.361,60,13411.76,6,0.816,0.996,5,0,1,0,34,0
Tech,Delta,None,129,800708.77,519371.91,1498400.98,3,0.24,67,11950.88,10,0.604,0.694,3,0,1,0,48,1
Fashion,Lagos,Inventory,65,774104.24,658446.62,1826490.7,6,0.263,52,14886.62,15,0.742,0.901,1,0,1,1,39,0
Fashion,Rivers,Inventory,95,855636.56,680242.85,1066345.05,18,0.431,67,12770.69,12,0.753,0.659,1,0,1,1,57,0
Tech,Rivers,Equipment,109,286073.8,189813.98,767505.36,9,0.362,59,4848.71,9,0.093,0.33,4,0,1,1,31,0
Retail,Oyo,Inventory,86,802818.97,588742.28,904652.48,24,0.182,55,14596.71,3,0.788,0.86,2,0,1,1,35,0
Retail,Lagos,Equipment,134,150283.15,89060.7,450172.61,3,0.366,63,2385.45,5,0.422,0.662,1,1,1,0,33,1
Retail,Lagos,Inventory,166,1224522.15,994675.84,964480.49,18,0.388,66,18553.37,12,0.111,0.758,0,0,1,1,47,0
Agric,Oyo,Equipment,155,270364.34,165856.52,698181.84,24,0.424,66,4096.43,5,0.213,0.517,0,0,1,0,64,0
Transport,Delta,Equipment,165,2105025.31,1383624.15,1748312.36,24,0.356,67,31418.29,9,0.269,0.811,0,0,1,1,43,0
Agric,Oyo,Equipment,6,80764.06,42857.72,193695.04,18,0.179,73,1106.36,7,0.27,0.431,1,0,1,1,61,0
Transport,Kano,Property,136,3291922.99,1971669.94,8742534.59,9,0.38,48,68581.73,6,0.807,0.644,3,1,1,0,22,0
Fashion,Enugu,Inventory,131,166825.13,98042.65,213919.25,3,0.347,65,2566.54,3,0.85,0.357,4,0,0,1,61,0
Food Services,Oyo,None,74,247721.11,205828.5,186616.94,6,0.287,57,4345.98,7,0.67,0.436,1,1,1,0,37,1
Trading,Kano,Equipment,57,954698.95,775702.93,2863880.03,12,0.378,62,15398.37,9,0.749,0.413,0,0,0,0,52,0
Fashion,Oyo,None,10,1272944.76,944734.68,3726712.04,24,0.308,73,17437.6,15,0.259,0.733,2,0,1,1,37,0
Trading,Lagos,None,151,565210.28,381050.88,1352012.79,18,0.43,57,9915.97,6,0.24,0.571,0,0,1,1,34,0
Retail,Rivers,Property,151,1628785.9,1466291.55,2388168.08,12,0.429,51,31936.98,6,0.162,0.948,1,1,1,0,44,1
Agric,Enugu,Inventory,14,356147.83,319762.88,297740.16,24,0.218,51,6983.29,5,0.437,0.87,1,1,1,0,48,1
Agric,Abuja,Inventory,105,509037.64,392608.43,786527.15,6,0.282,65,7831.35,12,0.558,0.59,1,0,1,0,26,0
Agric,Lagos,Vehicle,99,555781.13,442444.36,1278772.59,6,0.21,63,8821.92,10,0.327,0.969,4,0,0,0,41,0
Trading,Lagos,None,31,449298.94,385679.48,395791.89,3,0.249,54,8320.35,8,0.32,0.885,3,1,1,1,27,0
Fashion,Kaduna,None,99,127930.1,105574.15,69338.23,12,0.217,56,2284.47,8,0.501,0.298,4,0,1,1,51,1
Trading,Abuja,None,146,713401.49,428901.02,1969051.0,6,0.304,66,10809.11,5,0.741,0.231,2,1,1,0,30,1
Retail,Lagos,None,59,657693.02,477822.08,1479792.61,6,0.15,63,10439.57,5,0.068,0.868,3,1,1,1,53,0
Transport,Enugu,Equipment,130,1924861.33,1093992.35,4301295.75,3,0.387,64,30075.96,13,0.507,0.66,0,0,1,1,33,0
Food Services,Oyo,Property,174,229268.72,198138.93,657534.53,24,0.198,58,3952.91,6,0.585,0.415,2,0,1,1,48,0
Fashion,Kano,Inventory,82,410254.68,325787.18,739181.85,6,0.232,57,7197.45,7,0.61,0.573,3,0,1,1,23,0
Trading,Delta,None,20,2154657.0,2026651.09,2790695.34,24,0.202,58,37149.26,6,0.294,0.523,4,0,0,0,41,0
Food Services,Abuja,Inventory,54,949755.61,533220.68,2634208.08,6,0.256,56,16959.92,6,0.513,0.608,0,0,0,1,51,0
Transport,Oyo,None,25,1195938.41,872516.55,3545394.01,3,0.173,57,20981.38,9,0.6,0.439,1,0,1,0,54,1
Agric,Enugu,Equipment,64,1097000.57,905908.17,604611.65,24,0.408,55,19945.46,5,0.1,0.599,1,1,1,0,43,1
Tech,Oyo,Equipment,116,1101391.0,980572.87,1461195.83,6,0.274,65,16944.48,10,0.133,0.539,2,0,1,1,24,0
Food Services,Rivers,None,37,3756300.03,3320678.08,5281410.48,18,0.427,69,54439.13,6,0.074,0.398,0,0,1,1,42,0
Retail,Enugu,Property,93,792055.38,468025.33,616274.15,3,0.164,61,12984.51,5,0.219,0.301,0,0,1,0,57,0
Agric,Enugu,Property,179,293546.42,276533.77,309378.3,6,0.202,53,5538.61,9,0.112,0.273,2,0,1,1,63,0
Food Services,Lagos,None,48,1296161.47,1220471.15,727333.22,9,0.401,60,21602.69,7,0.39,0.829,2,0,1,1,24,0
Food Services,Rivers,Equipment,158,438056.64,410054.48,981702.62,18,0.289,65,6739.33,5,0.428,0.335,4,1,1,1,62,0
Food Services,Enugu,Equipment,55,660701.03,512787.09,506931.37,3,0.168,72,9176.4,6,0.661,0.561,1,1,1,0,61,1
Food Services,Lagos,None,110,1017809.07,889942.6,2767493.04,12,0.164,51,19957.04,11,0.768,0.801,1,0,1,0,32,1
Food Services,Delta,None,29,348286.65,186060.0,682620.46,18,0.418,61,5709.62,8,0.445,0.625,2,0,0,0,51,0
Tech,Lagos,Equipment,48,460807.07,283376.62,640705.05,3,0.229,53,8694.47,8,0.294,0.283,0,0,1,1,49,0
Agric,Delta,Vehicle,156,1119355.59,606017.05,2823258.39,9,0.273,52,21526.07,6,0.794,0.303,1,1,1,1,41,0
Transport,Enugu,Inventory,106,445173.57,323864.81,946739.97,24,0.419,63,7066.25,11,0.855,0.879,0,0,1,0,29,0
Agric,Kano,Inventory,102,1751611.51,1636230.36,4173314.29,12,0.35,46,38078.51,10,0.511,0.431,3,0,1,0,22,0
Tech,Abuja,Equipment,92,300276.25,237856.88,809076.62,18,0.381,62,4843.17,9,0.396,0.611,1,1,1,1,27,1
Transport,Abuja,Inventory,44,299367.76,211821.69,754156.06,18,0.291,61,4907.67,11,0.716,0.489,0,0,1,0,27,0
Food Services,Enugu,None,167,4054955.53,3474188.91,9925949.08,9,0.359,59,68728.06,7,0.531,0.962,0,0,1,1,32,0
Retail,Kaduna,Inventory,71,184019.35,137582.3,427772.97,18,0.325,69,2666.95,9,0.305,0.555,0,0,1,0,52,0
Agric,Rivers,Vehicle,3,712086.82,502691.6,1028054.71,24,0.201,55,12947.03,10,0.272,0.629,2,1,1,1,43,0
Fashion,Oyo,Property,163,3860608.85,3023619.9,8221467.1,6,0.322,57,67729.98,8,0.663,0.383,1,0,1,1,25,0
Trading,Delta,Vehicle,9,710886.24,519167.55,1360812.0,3,0.428,62,11465.91,4,0.543,0.647,5,0,1,0,43,0
Tech,Abuja,None,159,2451213.1,1933260.36,7129634.5,18,0.254,56,43771.66,6,0.879,0.887,2,0,1,0,23,0
Fashion,Enugu,Inventory,48,1312215.36,1130062.36,2299445.93,6,0.298,59,22240.94,13,0.759,0.357,2,0,1,0,63,0
Tech,Rivers,Inventory,13,724703.8,513154.3,764232.44,12,0.275,71,10207.1,6,0.178,0.435,0,0,0,0,48,0
Retail,Kaduna,None,40,648501.29,445364.46,1066344.22,3,0.357,63,10293.67,14,0.876,0.303,1,0,0,1,61,1
Fashion,Rivers,None,118,108295.01,81372.82,166408.85,6,0.338,56,1933.84,7,0.856,0.393,2,0,1,1,46,1
Retail,Abuja,Property,98,547325.79,496500.64,914740.61,18,0.293,64,8551.97,9,0.736,0.849,1,1,1,0,26,1
Transport,Kano,Equipment,28,898962.55,620591.63,1755292.77,3,0.164,51,17626.72,9,0.306,0.332,0,0,1,1,53,0
Tech,Abuja,Equipment,54,898513.15,792028.0,2578783.29,9,0.229,60,14975.22,11,0.333,0.221,3,0,1,0,24,0
Trading,Rivers,None,38,6711096.32,5219375.92,8071441.06,18,0.244,55,122019.93,12,0.085,0.824,0,0,1,0,58,0
Tech,Enugu,Inventory,117,939273.76,474876.82,2745330.05,9,0.37,53,17722.15,6,0.178,0.563,1,1,1,1,35,0
Trading,Lagos,None,155,1286107.52,918655.23,3149621.45,3,0.269,68,18913.35,9,0.44,0.614,3,0,1,1,64,0
Food Services,Delta,None,46,2081224.23,1237789.26,1992360.78,12,0.263,68,30606.24,12,0.18,0.403,1,0,1,0,36,1
Transport,Lagos,Inventory,161,1186420.3,673489.12,1425011.22,3,0.284,75,15818.94,6,0.226,0.753,0,0,1,0,63,0
Retail,Abuja,None,74,675059.31,408746.42,1872150.84,12,0.28,58,11638.95,11,0.407,0.713,0,0,1,0,22,0
Tech,Delta,Vehicle,15,678019.54,556375.18,1697325.44,9,0.365,51,13294.5,10,0.572,0.56,2,0,0,1,48,0
Transport,Rivers,Inventory,58,532006.49,416200.5,456675.43,12,0.351,53,10037.86,7,0.769,0.64,1,0,1,0,35,0
Agric,Lagos,None,157,1087932.79,806793.45,2133894.73,24,0.379,68,15999.01,6,0.133,0.835,2,1,1,0,52,0
Retail,Enugu,None,145,625753.22,452338.76,746200.17,24,0.212,58,10788.85,4,0.136,0.751,3,0,1,1,49,0
Retail,Lagos,Equipment,131,1280092.31,864228.85,2655392.58,18,0.372,50,25601.85,3,0.241,0.293,1,0,1,0,27,0
Agric,Delta,None,72,294143.03,264421.51,274716.36,9,0.239,52,5656.6,9,0.551,0.642,1,0,1,1,32,0
Fashion,Kano,None,139,832479.28,765551.61,1148640.17,18,0.15,72,11562.21,10,0.652,0.948,3,0,1,1,56,0
Trading,Kaduna,Inventory,128,2948657.65,2488658.24,4338422.46,3,0.342,64,46072.78,4,0.798,0.201,3,0,1,1,64,0
Fashion,Rivers,None,142,595906.38,375242.87,1099013.39,6,0.154,52,11459.74,6,0.604,0.203,1,0,1,1,47,0
Retail,Rivers,Equipment,100,3831249.18,3491183.05,4207832.01,9,0.179,50,76624.98,8,0.622,0.816,1,0,1,0,33,0
Tech,Delta,Inventory,91,845179.49,734132.13,1960280.47,24,0.162,60,14086.32,5,0.824,0.281,3,0,1,1,46,1
Agric,Kaduna,None,174,693247.69,385315.32,1749179.54,9,0.332,63,11003.93,9,0.671,0.497,0,0,1,1,61,1
Retail,Delta,Property,170,810135.38,529629.97,1701263.42,9,0.212,68,11913.76,9,0.168,0.694,0,0,1,0,24,0
Fashion,Abuja,Inventory,96,551126.19,356811.59,1519842.77,24,0.393,64,8611.35,6,0.858,0.303,2,0,1,0,41,0
Agric,Kano,Equipment,36,122700.23,101659.72,303834.97,24,0.257,61,2011.48,10,0.709,0.442,1,1,0,0,26,1
Trading,Oyo,None,74,1610664.48,1185053.4,982563.42,3,0.251,68,23686.24,7,0.206,0.972,2,1,0,0,28,1
Tech,Kano,Equipment,91,5248442.1,3254548.78,3735857.25,12,0.304,56,93722.18,11,0.614,0.393,0,0,0,0,30,0
Agric,Rivers,None,122,1123979.81,678723.73,2416468.43,18,0.383,52,21615.0,12,0.31,0.301,2,0,1,0,29,0
Retail,Kano,Inventory,58,1187295.83,838085.14,2736347.28,12,0.359,73,16264.33,5,0.645,0.305,1,0,0,1,30,0
Tech,Oyo,None,9,618879.95,494906.33,1806982.38,24,0.212,48,12893.33,16,0.804,0.454,0,0,1,1,44,0
Tech,Lagos,Vehicle,148,2067829.76,1507296.26,1051142.71,24,0.379,56,36925.53,6,0.202,0.301,2,0,1,0,44,0
Transport,Abuja,None,170,704085.83,434748.41,769144.26,6,0.302,55,12801.56,5,0.388,0.577,1,0,0,0,34,1
Transport,Abuja,Vehicle,15,927731.92,722696.93,2392970.73,24,0.446,51,18190.82,7,0.426,0.704,1,1,1,0,56,1
Fashion,Lagos,Vehicle,58,178314.69,169311.68,486591.18,9,0.305,57,3128.33,12,0.301,0.986,2,0,1,1,23,0
Trading,Lagos,Inventory,78,452975.05,262499.47,752428.02,3,0.236,52,8711.06,12,0.665,0.638,1,0,1,1,38,1
Retail,Kano,None,137,1015221.97,749010.27,1735408.93,9,0.378,58,17503.83,11,0.059,0.871,1,0,1,1,49,0
Trading,Lagos,Inventory,139,1650337.81,1104150.69,4347069.59,6,0.159,43,38379.95,7,0.07,0.674,2,1,1,1,46,1
Trading,Abuja,Vehicle,62,1692040.52,1012326.1,2791734.37,24,0.367,53,31925.29,10,0.888,0.885,2,0,0,0,53,0
Agric,Oyo,Equipment,56,176087.65,157417.34,434684.83,12,0.313,61,2886.68,7,0.554,0.932,0,0,1,1,34,0
Transport,Kaduna,Inventory,73,192913.7,179602.02,554014.45,6,0.203,60,3215.23,8,0.144,0.74,1,0,1,1,42,0
Food Services,Lagos,None,44,1233940.66,811424.7,1424727.12,3,0.157,43,28696.29,10,0.349,0.437,0,0,1,0,48,1
Fashion,Kano,Property,79,372455.35,244435.28,441731.96,9,0.164,55,6771.92,9,0.385,0.926,1,1,1,0,33,1
Transport,Lagos,None,47,1631700.61,883228.02,4644646.83,6,0.175,66,24722.74,10,0.867,0.418,2,0,0,1,31,1
Fashion,Kano,None,11,168189.84,130849.84,262502.0,9,0.296,59,2850.68,7,0.127,0.985,1,0,1,0,55,0
Agric,Kano,None,128,667591.04,341770.17,360043.76,6,0.362,65,10270.63,8,0.074,0.418,1,0,1,1,61,0
Fashion,Kaduna,Inventory,141,707283.51,511574.41,1242148.51,12,0.19,64,11051.3,9,0.762,0.745,2,0,1,1,60,0
Food Services,Kano,Property,52,1124018.07,639303.87,2295132.91,12,0.198,61,18426.53,9,0.444,0.716,0,0,1,1,38,0
Trading,Delta,Property,72,288357.41,231419.29,320608.58,18,0.394,57,5058.9,10,0.185,0.472,1,0,1,0,51,0
Tech,Rivers,None,73,124232.78,114046.88,288036.93,12,0.218,64,1941.14,5,0.272,0.545,1,1,1,0,40,1
Fashion,Lagos,Inventory,4,850981.34,459489.26,921065.28,18,0.398,56,15196.1,10,0.083,0.754,1,1,1,0,59,0
Tech,Lagos,Property,98,1171490.29,995747.08,936165.2,6,0.179,44,26624.78,6,0.396,0.93,2,0,1,1,38,0
Fashion,Abuja,Inventory,83,1806152.53,1578135.97,2029057.38,3,0.401,54,33447.27,7,0.586,0.915,5,0,1,0,26,1
Food Services,Rivers,None,169,528238.68,306004.88,969198.92,12,0.37,76,6950.51,10,0.727,0.939,0,0,1,1,61,0
Tech,Lagos,Inventory,67,1466095.76,1341754.76,3869716.42,24,0.194,74,19812.1,6,0.053,0.706,0,0,1,1,21,0
Trading,Rivers,Equipment,143,1129399.23,880268.47,2059268.05,9,0.251,61,18514.74,7,0.313,0.834,3,0,1,0,30,0
Retail,Delta,Vehicle,70,2398045.46,1776284.13,6288787.42,18,0.25,58,41345.61,9,0.5,0.483,1,0,0,1,63,0
Agric,Kaduna,Equipment,34,693947.01,556639.62,458328.39,24,0.19,66,10514.35,7,0.803,0.746,2,0,1,1,47,0
Tech,Lagos,None,63,153751.14,96809.27,220089.54,3,0.263,67,2294.79,7,0.054,0.786,1,0,0,0,48,0
Transport,Delta,Equipment,159,686324.82,351010.46,1089846.92,3,0.353,60,11438.75,10,0.108,0.503,2,0,1,1,63,0
Tech,Rivers,None,46,789855.8,552048.43,1978047.19,12,0.369,60,13164.26,10,0.091,0.284,0,0,1,1,31,0
Agric,Kano,Property,152,1162838.8,970395.82,2356628.92,24,0.211,64,18169.36,8,0.682,0.534,2,0,0,1,63,0
Retail,Abuja,Inventory,120,183613.06,167710.82,452163.98,18,0.367,55,3338.42,9,0.573,0.417,1,0,1,0,22,0
Transport,Kano,None,134,550817.97,382018.0,741616.83,24,0.23,75,7344.24,10,0.126,0.441,0,0,1,0,21,0
Trading,Kaduna,Inventory,135,1593260.68,985657.12,4517024.57,3,0.163,60,26554.34,11,0.43,0.843,1,0,0,0,48,0
Agric,Enugu,None,93,664189.71,371337.16,1683150.58,12,0.208,58,11451.55,4,0.402,0.951,7,0,1,1,57,0
Food Services,Oyo,None,108,553955.18,510177.46,1544822.49,18,0.253,50,11079.1,9,0.447,0.66,3,0,1,1,29,1
Trading,Enugu,Inventory,13,4055942.95,2449486.5,4692686.13,18,0.161,59,68744.8,9,0.338,0.684,3,0,1,0,21,0
Retail,Enugu,Property,126,278450.68,253385.12,143798.35,3,0.179,60,4640.84,5,0.293,0.989,1,0,1,1,45,0
Agric,Rivers,Property,128,2212954.9,1289467.34,4511557.63,3,0.257,56,39517.05,8,0.199,0.96,1,0,1,0,56,0
Trading,Kano,Inventory,19,1828716.23,929279.95,3166325.79,24,0.427,58,31529.59,9,0.512,0.46,0,0,1,1,37,1
Retail,Lagos,None,93,595615.25,357904.7,1457700.07,9,0.341,59,10095.17,5,0.582,0.504,0,0,0,1,22,0
Tech,Enugu,Inventory,92,708141.0,511104.51,526669.07,6,0.43,65,10894.48,3,0.668,0.26,1,0,1,1,49,0
Agric,Kano,Inventory,56,705870.55,463698.54,1403705.86,6,0.161,66,10695.01,9,0.324,0.636,1,0,1,1,60,0
Trading,Enugu,None,12,859196.54,780558.0,856830.27,6,0.41,65,13218.41,9,0.468,0.954,1,0,1,1,28,0
Trading,Oyo,Property,2,427159.51,318356.87,763119.26,12,0.191,78,5476.4,10,0.482,0.669,1,0,0,1,28,0
Transport,Abuja,Vehicle,38,496166.38,274378.16,444467.5,12,0.221,55,9021.21,2,0.316,0.33,0,0,1,1,36,0
Food Services,Rivers,None,42,529822.82,414003.23,1473361.17,24,0.18,60,8830.38,7,0.856,0.212,0,0,0,0,41,0
Agric,Delta,Property,38,545267.66,368069.89,522471.56,9,0.273,62,8794.64,8,0.659,0.97,3,0,1,0,35,0
Retail,Abuja,Equipment,109,551457.14,444211.74,1068553.92,3,0.211,64,8616.52,12,0.642,0.553,1,1,1,1,37,1
Retail,Lagos,None,76,97076.8,82882.18,49899.82,12,0.372,49,1981.16,9,0.269,0.657,2,0,1,1,45,0
Retail,Abuja,Equipment,21,796421.76,751422.46,709688.47,9,0.376,51,15616.11,5,0.599,0.852,1,1,0,1,52,0
Agric,Delta,None,16,453739.72,344611.11,793289.25,6,0.237,59,7690.5,11,0.736,0.55,1,0,0,1,31,1
Trading,Abuja,None,118,135926.56,90396.3,81882.72,18,0.39,71,1914.46,6,0.79,0.434,0,0,1,1,63,0
Tech,Delta,Vehicle,168,532295.51,370009.34,988449.68,24,0.199,64,8317.12,6,0.089,0.224,0,0,0,1,21,0
Retail,Kano,Equipment,147,517693.3,352642.21,497417.88,9,0.162,74,6995.86,5,0.578,0.565,2,0,1,1,40,0
Retail,Kaduna,None,136,2298391.47,1615175.76,5323874.67,18,0.2,60,38306.52,3,0.661,0.744,0,0,1,1,58,0
Agric,Enugu,Inventory,57,448961.78,230553.73,1199055.12,12,0.224,59,7609.52,8,0.209,0.238,4,0,1,0,23,1
Food Services,Lagos,Vehicle,127,1330427.88,813287.51,3188190.78,18,0.165,48,27717.25,6,0.619,0.524,0,0,0,0,53,0
Transport,Oyo,Inventory,15,2532027.2,2391480.35,1667278.81,9,0.183,72,35167.04,12,0.468,0.733,1,1,1,0,55,0
Retail,Kano,Vehicle,31,414462.66,380313.65,721523.74,6,0.241,55,7535.68,10,0.764,0.671,1,0,1,0,29,0
Agric,Rivers,Property,26,698892.7,364633.31,543698.12,12,0.406,73,9573.87,5,0.085,0.994,0,0,1,0,35,0
Fashion,Oyo,None,33,3456691.92,3252095.15,5263310.92,9,0.407,72,48009.61,11,0.486,0.796,1,0,1,1,47,1
Food Services,Lagos,Equipment,65,896343.1,767609.74,2329477.01,3,0.448,61,14694.15,13,0.261,0.785,0,0,1,0,54,0
Trading,Enugu,Equipment,8,1021083.48,511804.01,615612.05,18,0.179,54,18908.95,9,0.851,0.554,2,0,1,1,39,0
Food Services,Kaduna,Property,146,505585.01,460617.57,570871.21,12,0.151,71,7120.92,6,0.839,0.461,1,0,1,0,23,1
Transport,Lagos,Inventory,128,1353691.34,1261865.25,3474147.39,12,0.32,64,21151.43,6,0.395,0.912,2,1,1,0,52,0
Trading,Kano,None,114,703850.78,551073.71,1066206.46,12,0.331,59,11929.67,9,0.764,0.616,0,0,0,0,60,1
Fashion,Enugu,None,32,140239.56,119869.49,152635.19,24,0.221,54,2597.03,7,0.368,0.382,0,0,1,0,47,1
Trading,Lagos,Equipment,156,529819.0,344191.22,1522448.72,6,0.389,60,8830.32,5,0.7,0.607,1,0,1,1,33,0
Trading,Kano,Property,2,251485.12,190511.19,223652.2,3,0.437,67,3753.51,10,0.225,0.814,0,0,1,0,49,0
Trading,Abuja,Property,179,806949.9,669120.82,1994392.65,12,0.25,63,12808.73,7,0.545,0.967,2,0,1,1,36,0
Tech,Lagos,Inventory,131,319606.17,240525.18,302089.84,24,0.434,70,4565.8,7,0.785,0.346,0,0,1,1,48,0
Transport,Kaduna,None,37,1121654.76,714575.16,3261357.29,9,0.181,62,18091.21,10,0.41,0.964,2,0,1,0,36,0
Retail,Kano,None,36,759402.39,601553.1,1872062.06,9,0.293,49,15498.01,9,0.746,0.96,0,0,1,0,34,1
Trading,Kaduna,Property,125,237231.54,208120.51,282559.67,12,0.209,57,4161.96,8,0.381,0.396,1,0,1,1,52,0
Agric,Oyo,Inventory,145,468230.37,410265.18,1385510.3,9,0.325,68,6885.74,7,0.264,0.906,6,1,1,0,49,0
Fashion,Delta,Property,84,1275063.36,713368.54,1002389.92,12,0.171,62,20565.54,10,0.818,0.374,1,0,1,0,41,0
Food Services,Delta,None,11,2049678.96,1435675.82,5429583.59,24,0.301,54,37957.02,11,0.301,0.893,0,0,1,0,53,0
Fashion,Oyo,Inventory,89,323780.43,167534.57,728044.08,9,0.202,57,5680.36,8,0.253,0.882,0,0,1,0,21,0
Trading,Abuja,Vehicle,86,271659.18,213183.18,253922.8,9,0.275,48,5659.57,6,0.778,0.992,2,1,1,1,44,0
Fashion,Kano,None,59,4222282.63,2571256.11,7878477.45,18,0.356,45,93828.5,11,0.841,0.699,0,0,1,1,21,0
Transport,Kaduna,None,162,723032.06,664220.4,383071.08,18,0.25,64,11297.38,5,0.606,0.445,1,1,0,1,60,0
Tech,Kano,Equipment,62,792004.25,616349.73,1530801.02,9,0.312,54,14666.75,7,0.803,0.328,2,1,1,1,58,0
Agric,Oyo,Inventory,44,374950.03,255070.23,733218.12,12,0.441,63,5951.59,7,0.298,0.779,1,0,1,1,32,0
Food Services,Rivers,Vehicle,122,885314.48,734065.97,1346842.67,9,0.413,63,14052.61,11,0.387,0.803,2,1,1,1,48,0
Tech,Delta,Vehicle,111,3414651.89,2026002.64,8745058.25,9,0.449,52,65666.38,7,0.85,0.732,0,0,1,1,47,0
Trading,Enugu,Equipment,112,917060.52,496262.08,2592408.64,9,0.203,56,16376.08,14,0.877,0.886,2,0,0,1,59,0
Agric,Abuja,None,91,1902095.87,1025841.56,3489213.54,3,0.298,66,28819.63,7,0.311,0.912,2,0,1,0,64,0
Retail,Oyo,Inventory,58,748693.88,570701.14,1635809.21,9,0.385,56,13369.53,6,0.081,0.763,1,0,1,1,30,0
